accessibilityId,placeId,mobilityAccess,visualAccess,hearingAccess,cognitiveAccess,wheelchairAccess,strollerAccess,elderlyAccess,disabledToilet,transitAccess500m,facilityAccess,activityAccess,accessVerdictReason,slopeInfo,routeCondition,barrierFreeDetail,partialReason,mobilityCaveat,mobilityEvidence,visualEvidence,hearingEvidence,visualAid,hearingAid,activityEvidence,toiletScope,toiletScopeDesc,moveType,assistLevel,wheelchairRental,ticketOfficeAccess,ticketOfficeNote,wheelchairSeating,wheelchairSeatingNote,surveySource,sensoryLoad,assistAvailable,assistAvailableNote,reservationRequired,multiTypeSourceDate,dynamicObstacle,dynamicObstacleDesc,wheelchairSection,wheelchairSectionDist,wheelchairDifficulty,wheelchairCaveat,companionRequired,vehicleAccessible,disabledToiletOnRoute,accessibleRoomCount,accessibleRoomNote,openTourismSite,source,sourceDate,sourcePeriod,sourceCheckUrl,multiTypeSource,multiTypeNote,verifyStatus,verifyNote,correctionHistory,schemaVersion,evidenceType,evidenceDetail,beachAccessRoute,beachEntryNote,waterEntryNote,recommendForMobility,recommendForVisual,recommendForHearing,sensoryAccessNote
ACC_P164,P164,FULL,UNKNOWN,UNKNOWN,UNKNOWN,FULL,FULL,FULL,FULL,Y,AVAILABLE,AVAILABLE,시설접근·활동참여 모두 가능 — 열린관광 자료로 근거 확보,경사로 있음,휠체어 접근 가능,경사로 있음+장애인 주차장 있음+장애인 화장실 있음,,초콜릿·마카롱·피자 만들기 체험은 4세 이상 참여할 수 있습니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),"한국관광공사 열린관광 — 출입구까지 경사로 설치, 주출입구 휠체어 접근 가능, 장애인 주차장·장애인 화장실 보유",IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,"FIX75: 활동참여 조건부 전환 — 체험형 시설, 조사 대기 | FIX77: activityAccess CONDITIONAL→AVAILABLE — 열린관광 자료로 근거 확보",v3,ROUTE_SURVEY,경로 상태 조사: 휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P165,P165,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,올레 4코스 휠체어 구간 경유 — 해당 구간 기준 접근 가능 / 활동참여 조건부,,포장도로+자전거길/올레 휠체어 구간+해안도로+휠체어 접근 부분가능,올레4코스 휠체어 구간 있음+휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+수유실/영유아 돌봄 가능,제주올레 4코스 휠체어 구간(당케포구~세화2리 해녀의집 5.5km)이 이 해안도로를 경유함. 평지이고 보도와 차도가 나뉘어 있음. 종점 포구 쪽 경사는 완만하나 등대길 구간은 가팔라 우회가 필요함. 표선 방면에 장애인 주차구역·장애인 화장실·휠체어 및 유모차 대여가 확인됨,"제주올레 4코스의 휠체어 이용 구간이 이 해안도로를 지납니다. 당케포구에서 세화2리 해녀의집까지 약 5.5km로 비교적 평탄하지만, 포구와 등대 쪽에는 경사가 가파른 구간이 있어 우회가 필요할 수 있습니다.","제주올레 4코스 휠체어 구간(당케포구~세화2리 해녀의집 5.5km, 공식 난이도 중)이 본 해안도로를 경유. 평지·보차구분 구간이며 종점 포구 경사 4~5도, 등대길 11~14도 구간은 우회 필요. 표선 방면 장애인 주차구역·장애인 화장실·휠체어 및 유모차 대여 확인",,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,당케포구~세화2리 해녀의집 (제주올레 4코스 구간),5.5km,MEDIUM,"평지·연석 보차구분. 종점 포구 경사 4-5도, 등대길 11-14도 구간 우회",UNKNOWN,UNKNOWN,해양수산연구원 내,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX82] 올레 4코스(P624) 참조 — 구간 정보의 원본은 P624 이며 본 노드는 참조본. P624 갱신 시 함께 갱신할 것,FIX82: 올레 4코스 휠체어 구간(5.5km) 참조 안내 추가,v3,FACILITY_SURVEY,편의시설 조사: 올레4코스 휠체어 구간 있음+휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+수유실/영유아 돌봄 가,,,,Y,UNKNOWN,UNKNOWN,
ACC_P166,P166,UNKNOWN,FULL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,Y,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — helpdog=보조견 동반 가능함; guidehuman=안내요원 있음,FIX65: visualAccess UNKNOWN→FULL (KTO API) | FIX65: disabledToilet UNKNOWN→PARTIAL (KTO API),v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P167,P167,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,UNKNOWN,N,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,,시멘트길+해안 산책로+인도/차도 구분 없음+휠체어 접근 부분가능,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P168,P168,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,FULL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사로 있음,포장도로+일부 단차 있음+휠체어 접근 가능,경사로 있음+휠체어 대여 가능+장애인 주차장 있음+장애인 화장실 있음,"노면·단차 제약 — 조사문에 ""단차 있"" 명시",,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,FIX22: 논리검사 패턴 보완(요철·단차·노면불량),v3,ROUTE_SURVEY,경로 상태 조사: 포장도로+일부 단차 있음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P169,P169,FULL,PARTIAL,PARTIAL,UNKNOWN,FULL,FULL,FULL,FULL,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,오르막 시작: 오르막 시작 / 주출입구 경사로 4~5도 11m/폭 1m+김만덕 기념관 후문: 경사로 7도 약 4m+오르막 끝: 오르막 끝,엘리베이터 있음+무단차+휠체어 접근 가능,경사로 있음+휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+엘리베이터 있음,,,,,탐나는수어 앱 수어해설 21곳(3.김만덕기념관). 현장 QR·AR 수어영상,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",PARTIAL,"부분검증(2026-08) — 오감 청각 목록 확인, 이동축 미확인 [FIX65] 한국관광공사 무장애 API(detailWithTour2) — braileblock=건물 출입구 앞",FIX65: visualAccess UNKNOWN→PARTIAL (KTO API),v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 엘리베이터 있음+무단차+휠체어 접근 가능,,,,Y,UNKNOWN,Y,
ACC_P170,P170,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사/단차 있음,포장도로+광장/목관아 행사장+행사 혼잡 가능+휠체어 접근 부분가능,경사로 있음+휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+매표소 접근 가능,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,EVENT_CROWD,행사 기간 부스·관람객 밀집으로 통행 제약. 평시와 접근성이 크게 다름,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,jeju.go.kr / 제주민예총,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 포장도로+광장/목관아 행사장+행사 혼잡 가능+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P171,P171,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,NONE,UNKNOWN,Y,UNAVAILABLE,UNAVAILABLE,장거리 마을길·오름 구간 — 코스 접근 불가,,포장도로+농로/중산간길+오름 구간+장거리+휠체어 접근 어려움,UNKNOWN,,"기독교순례길 2코스(순교의길)는 포장도로와 농로, 중산간길이 길게 이어지고 오름 구간이 있어 휠체어로 이동하시기 어렵습니다. 장애인 화장실은 확인되지 않았습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,[FIX90] 트레일 사유 이관 — 조사 기록은 routeCondition·barrierFreeDetail·slopeInfo 참조,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,N,UNKNOWN,UNKNOWN,"시각장애인은 동행자와 함께라면 이용 가능할 수 있으나 안내 설비 정보가 없습니다. 청각장애인은 이동에 제약이 적을 것으로 보이나, 조난 시 연락 수단·안내 방송 여부가 확인되지 않았습니다"
ACC_P172,P172,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,FULL,UNKNOWN,Y,UNKNOWN,UNKNOWN,,,해안 산책로+포장 구간 있음+완만한 평지+일부 구간 휠체어 접근 가능,유모차 접근 가능,해안 산책로 구간은 이용 가능하고 그 밖 구간은 미확인,곽지해수욕장에서 고내포구로 이어지는 해안 산책로는 휠체어와 유모차로 이동하실 수 있습니다. 한담해안산책로 쪽은 출입구에 턱이 없으나 산책로 중간에 단차와 계단이 있는 구간이 있어 동행 도움이 필요할 수 있습니다. 그 밖의 구간은 확인되지 않았습니다. 올레 노선은 바뀔 수 있으니 방문 전에 최신 노선을 확인해 주세요.,"15-B 가 지나는 해안 산책로 구간 중 한담해안산책로는 한국관광공사 열린관광 정보(2026-08-03 수정)에서 주출입 접근로·출입통로에 턱이 없어 휠체어 접근 가능으로 확인됨. 비짓제주도 15-B 의 해안 산책로를 휠체어·유모차 이동 가능 구간으로 안내함. (사)제주올레 기준 15-B 는 현재 운영 27개 코스에 포함. 다만 확인되는 것은 전 구간이 아니라 해안 산책로 일부 구간이며, 제주올레 공식 휠체어 지정 10개 코스에는 들어 있지 않음.",,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,공식 출처 확인 2026-09-09 · 제주관광공사 비짓제주 https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000022179 | 한국관광공사 열린관광 https://access.visitkorea.or.kr/ms/detail.do?cotId=630a663c-738b-430f-b60f-0c23a766b1df | (사)제주올레 https://www.jejuolle.org/trail#/road/15_B,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,FIX13: 근거 부족으로 FULL→UNKNOWN,v3,FACILITY_SURVEY,편의시설 조사: 유모차 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P173,P173,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,올레 4코스 휠체어 구간 시작점 — 포장 동선 이용 가능,,포장도로+자전거도로/올레 휠체어 구간+휠체어 접근 가능,올레4코스 휠체어 구간 있음+장애인 화장실 있음(인근),제주올레 4코스 휠체어 구간(당케포구~세화2리 해녀의집 5.5km)의 시작점. 포장도로와 자전거도로가 이어지고 인근에 장애인 화장실 확보,"제주올레 4코스의 휠체어 이용 구간이 시작되는 포구입니다. 여기서 세화2리 해녀의집까지 약 5.5km가 휠체어 이용 구간으로 지정되어 있습니다. 포구 주변은 포장되어 있고 자전거도로가 함께 나 있으며, 인근에 장애인 화장실이 있습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX86] 제주올레 공식 휠체어 구간의 시·종점 — 코스 노드와 함께 갱신할 것 (P624 제주올레 4코스),FIX86: 해양 유형 사유·안내문 신설,v3,FACILITY_SURVEY,편의시설 조사: 올레4코스 휠체어 구간 있음+장애인 화장실 있음(인근),,,,Y,UNKNOWN,UNKNOWN,
ACC_P174,P174,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"주출입구 접근로에 경사로(5도) 설치되어 있습니다+출입구에 경사로(5도) 설치되어 있습니다+평평한 바닥 재질이며, 단차 없이 이동 가능합니다",포장도로+석분/자갈길+돌턱 있음+휠체어 접근 부분가능,휠체어 대여 가능+전동휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+수유실/영유아 돌봄 가능+관람열차 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,검증완료(2026-07),,v3,ROUTE_SURVEY,경로 상태 조사: 포장도로+석분/자갈길+돌턱 있음+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P175,P175,PARTIAL,FULL,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"주출입구 접근로에 경사로(5도) 설치되어 있습니다+출입구에 경사로(5도) 설치되어 있습니다+평평한 바닥 재질이며, 단차 없이 이동 가능합니다",포장도로+석분/자갈길+행사 혼잡 가능+휠체어 접근 부분가능,휠체어 대여 가능+전동휠체어 대여 가능+유모차 대여 가능+장애인 주차장 있음+장애인 화장실 있음+수유실/영유아 돌봄 가능+관람열차 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,EVENT_CROWD,행사 기간 부스·관람객 밀집으로 통행 제약. 평시와 접근성이 크게 다름,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,검증완료(2026-07) [FIX65] 한국관광공사 무장애 API(detailWithTour2) — audioguide=오디오가이드 있음; helpdog=동반가능; guidehuman=전시해설자 있음(문화해설),FIX65: visualAccess UNKNOWN→FULL (KTO API),v3,ROUTE_SURVEY,경로 상태 조사: 포장도로+석분/자갈길+행사 혼잡 가능+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P176,P176,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,,,포장도로+금산생태원 내 실내 홍보관+휠체어 접근 확인 필요,UNKNOWN,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,FACILITY_SURVEY,편의시설 조사: UNKNOWN,,,,Y,UNKNOWN,UNKNOWN,
ACC_P177,P177,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,FULL,PARTIAL,Y,CONDITIONAL,CONDITIONAL,내부 접근 가능 — 장애인 화장실 협소,경사로 있음,성당 내부 접근 가능+장애인 화장실 협소+휠체어 접근 부분가능,경사로 있음+장애인 주차장 있음+장애인 화장실 있음,성당 내부까지 이동 가능 / 장애인 화장실 협소,성당 내부까지 경사로로 이동하실 수 있습니다. 장애인 주차장과 화장실이 있으나 화장실 공간이 협소합니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 성당 내부 접근 가능+장애인 화장실 협소+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P178,P178,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,PARTIAL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,,포장도로+시장 통로+일부 턱 있음+휠체어 접근 부분가능,장애인 주차장 있음+장애인 화장실 있음,시장 내 포장된 통로를 중심으로 휠체어 이동이 가능하지만 일부 점포 앞 턱과 장날 혼잡으로 이동 제약이 발생할 수 있음.,"시장 안은 포장된 통로를 중심으로 이동할 수 있지만, 일부 점포 앞에는 턱이 있습니다. 사람이 많은 장날에는 이동 공간이 좁아질 수 있습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,MARKET_STALL,노점·가판대·적재물로 실제 통로 폭이 조사값보다 좁아질 수 있음. 장날·성수기 통행 곤란,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 포장도로+시장 통로+일부 턱 있음+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
